track,scan,Sw,K_abs_D,Keff_gas_mD,Keff_brine_mD,kr_gas,kr_brine
3,1,0.5456064863110465,0.7387716958349244,48.67703498336699,45.05649020546986,0.06588914445125639,0.060988381741600386
3,2,0.5481582544667347,0.7387716958349244,43.68252325180689,47.59012174502313,0.05912858261636431,0.06441790070373372
3,3,0.5565771190905374,0.7387716958349244,42.977301275590506,55.96118766270894,0.05817399545473872,0.07574896003489182
3,4,0.5763219480984858,0.7387716958349244,36.52391224323105,63.68701600215538,0.04943870000589759,0.0862066269744936
3,5,0.5715189052719525,0.7387716958349244,39.507426767612024,57.8120913752872,0.05347717974355071,0.07825433987417553
3,6,0.5897847550415158,0.7387716958349244,37.773654751083484,73.25554072945687,0.05113034915122663,0.09915856433382571
3,7,0.6106434287626618,0.7387716958349244,31.1901644231117,79.76313863498814,0.04221894882946492,0.10796723681305041
3,8,0.6292832453917538,0.7387716958349244,37.715291553051784,105.39116869568282,0.051051348834402446,0.14265729086517692
3,9,0.6433689745523947,0.7387716958349244,31.153180799358974,107.86451186226932,0.04216888786481071,0.1460052035972575
3,10,0.6715688710490834,0.7387716958349244,27.303337554194936,131.86029755301143,0.03695774717429856,0.17848585469153533
3,11,0.9348311480309033,0.7387716958349244,8.537765802063847,290.14210121495756,0.011556703986087167,0.3927358111453537
4,0,0.2856724828651414,1.0176677356791555,317.390419296008,2.1121195537687676,0.311880202317894,0.002075451033493966
4,1,0.5418377004663032,1.0176677356791555,157.722489680809,45.941158750634415,0.15498426858895217,0.045143574017284645
4,2,0.5431607203565897,1.0176677356791555,131.27159932286528,43.14610871989748,0.12899259229758253,0.042397048866940144
4,3,0.5493349880591126,1.0176677356791555,130.6383180942227,48.43395631656482,0.12837030546815884,0.04759309410968179
4,4,0.5701182179327365,1.0176677356791555,124.87292578866055,58.39977635546754,0.12270500617308534,0.05738589748695687
4,5,0.5721918715924401,1.0176677356791555,130.55725809695645,61.25937040902773,0.1282906527539926,0.060195846110956235
4,6,0.5884117518058232,1.0176677356791555,96.84187210900785,71.29419277060335,0.09516059978493767,0.07005645386116532
4,7,0.6138355851034807,1.0176677356791555,88.62198308622361,84.0350004909196,0.0870834163049106,0.08257606834202877
4,8,0.6317652786696718,1.0176677356791555,106.96474589261393,113.52655267131699,0.10510773029590983,0.11155561750766657
4,9,0.6417451795749968,1.0176677356791555,84.54385462375849,105.58064643929268,0.08307608825520729,0.10374766020152137
4,10,0.6630446587088732,1.0176677356791555,98.55355527628133,124.63582529665679,0.09684256641045044,0.12247202198414912
4,11,0.9097889901949111,1.0176677356791555,41.71894614302854,195.8227148958789,0.04099466326815086,0.19242303556493687
5,0,0.26713083007732025,0.6355883988147811,188.89816462940937,0.9335538030158979,0.29720203355136565,0.0014688024588818019
5,1,0.5519295905794974,0.6355883988147811,40.296647165995566,42.48628034215019,0.06340053915574778,0.06684558815324011
5,2,0.5466581343976977,0.6355883988147811,45.38225006948361,36.198659004200216,0.07140194842151075,0.05695298887094537
5,3,0.5487065521567355,0.6355883988147811,40.423810036706996,35.809267042332465,0.06360061025671274,0.0563403408701419
5,4,0.5725856851615191,0.6355883988147811,34.508558061198876,49.01647372191942,0.05429387654895684,0.07711983700980587
5,5,0.573051070317291,0.6355883988147811,33.50908829490599,42.64708311172712,0.052721365521133406,0.06709858642991852
5,6,0.5910849009382878,0.6355883988147811,34.443102113406376,53.246589679258754,0.05419089174320117,0.08377526993656709
5,7,0.6171495863582434,0.6355883988147811,29.67454512422596,60.37845088873673,0.04668830516661698,0.09499615002622445
5,8,0.6378427072974212,0.6355883988147811,28.830811877680862,84.27108773295755,0.04536082145527414,0.1325875171574918
5,9,0.6516678753216587,0.6355883988147811,31.66689853203384,96.3976633239888,0.0498229649740067,0.15166680748696348
5,10,0.684596025613263,0.6355883988147811,23.896385869094384,122.0844618827015,0.037597265641813746,0.19208101046268236
5,11,0.9201561206844006,0.6355883988147811,24.147063910640266,221.14281829195843,0.03799166875240125,0.3479340068263303
6,0,0.2892244127113458,0.5680492090925403,124.58212304846789,1.6491757768815467,0.2193157230999196,0.0029032269572491936
6,1,0.552141094893797,0.5680492090925403,25.327196145840308,38.85570438959136,0.044586271295581154,0.06840200420605008
6,2,0.5533399324049059,0.5680492090925403,26.141443818379805,35.96307838714518,0.04601968174577835,0.06330979396062582
6,3,0.5593482925874937,0.5680492090925403,30.41523084924634,40.312048565476154,0.05354330287306399,0.07096576831763349
6,4,0.5792524041129149,0.5680492090925403,22.737126583190403,49.25083843901547,0.040026684694294365,0.08670171113818427
6,5,0.5819231569424845,0.5680492090925403,20.62885737929178,46.09243697053256,0.036315264679703405,0.08114162687448384
6,6,0.5997580649195244,0.5680492090925403,14.952935045712263,58.403424055344516,0.026323309330189202,0.10281402230740554
6,7,0.6254606335368078,0.5680492090925403,11.248391845647983,66.56940817994669,0.019801791227941873,0.11718950949036872
6,8,0.6429774447735335,0.5680492090925403,7.781374702573138,90.69134349143442,0.013698416577331212,0.1596540265170231
6,9,0.6532825193706464,0.5680492090925403,5.961912136434512,86.53093913174406,0.010495414905970344,0.1523300054760703
6,10,0.6771325496333735,0.5680492090925403,1.8358873480846991,106.19467591858454,0.0032319160359672583,0.1869462613780076
6,11,0.9512126709628445,0.5680492090925403,2.4220220558173056,170.17735826076856,0.004263753944286782,0.2995820705967133
